Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
Teknaf,1990,0.0,4.0,1.0,72.0,203.0,1279.0,946.0,575.0,293.0,107.0,101.0,15.0
Teknaf,1991,0.0,0.0,0.0,94.0,28.0,1252.0,1391.0,1422.0,434.0,408.0,104.0,0.0
Teknaf,1992,0.0,71.0,0.0,0.0,242.0,807.0,1018.0,704.0,320.0,406.0,58.0,5.0
Teknaf,1993,1.0,85.0,94.0,49.0,526.0,1333.0,702.0,1337.0,350.0,127.0,2.0,0.0
Teknaf,1994,0.0,0.0,121.0,125.0,364.0,1419.0,1475.0,1017.0,350.0,120.0,70.0,1.0
Teknaf,1995,0.0,3.0,1.0,63.0,278.0,1123.0,1220.0,622.0,563.0,47.0,365.0,0.0
Teknaf,1996,0.0,88.0,0.0,83.0,261.0,649.0,1212.0,866.0,458.0,687.0,18.0,0.0
Teknaf,1997,0.0,48.0,33.0,49.0,243.0,585.0,1353.0,742.0,666.0,23.0,49.0,16.0
Teknaf,1998,2.0,0.0,13.0,88.0,429.0,424.0,1275.0,1474.0,320.0,159.0,79.0,0.0
Teknaf,1999,0.0,0.0,0.0,0.0,629.0,982.0,771.0,1395.0,513.0,392.0,2.0,36.0
Teknaf,2000,2.0,0.0,0.0,27.0,600.0,1091.0,1457.0,1008.0,363.0,422.0,17.0,0.0
Teknaf,2001,0.0,10.0,0.0,0.0,174.0,1759.0,1236.0,684.0,386.0,215.0,130.0,1.0
Teknaf,2002,2.0,0.0,46.0,8.0,498.0,808.0,1136.0,692.0,257.0,340.0,142.0,0.0
Teknaf,2003,0.0,0.0,17.0,0.0,221.0,1638.0,822.0,895.0,669.0,181.0,0.0,8.0
Teknaf,2004,0.0,0.0,0.0,103.0,437.0,680.0,899.0,1162.0,379.0,472.0,9.0,0.0
Teknaf,2005,0.0,0.0,10.0,77.0,113.0,1023.0,953.0,1356.0,273.0,113.0,14.0,60.0
Teknaf,2006,0.0,0.0,0.0,31.0,724.0,491.0,1150.0,732.0,824.0,237.0,43.0,0.0
Teknaf,2007,0.0,8.0,0.0,69.0,290.0,598.0,1586.0,628.0,459.0,622.0,205.0,0.0
Teknaf,2008,60.0,7.0,0.0,0.0,335.0,1135.0,2072.0,993.0,520.0,285.0,5.0,0.0
Teknaf,2009,0.0,0.0,0.0,95.0,313.0,542.0,1454.0,851.0,555.0,174.0,3.0,0.0
Teknaf,2010,0.0,0.0,33.0,8.0,492.0,1089.0,881.0,551.0,400.0,602.0,15.0,193.0
Teknaf,2011,9.0,1.0,11.0,130.0,312.0,1180.0,848.0,1163.0,826.0,474.0,0.0,0.0
Teknaf,2012,0.0,0.0,22.0,142.0,154.0,1431.0,1349.0,933.0,496.0,319.0,23.0,0.0
Teknaf,2013,0.0,0.0,0.0,34.0,753.0,821.0,1127.0,851.0,329.0,271.0,0.0,0.0
Teknaf,2014,0.0,22.0,0.0,1.0,78.0,887.0,894.0,1022.0,507.0,65.0,30.0,1.0
Teknaf,2015,11.0,0.0,0.0,111.0,127.0,1695.0,1710.0,824.0,710.0,201.0,44.0,14.0
Teknaf,2016,0.0,0.0,20.0,22.0,346.0,867.0,1351.0,920.0,512.0,208.0,53.0,0.0
Teknaf,2017,0.0,0.0,128.0,163.0,166.0,856.0,1409.0,767.0,488.0,164.0,9.0,28.0
Teknaf,2018,92.0,0.0,0.0,12.0,181.0,1001.0,1288.0,502.0,244.0,593.0,5.0,10.0
Teknaf,2019,0.0,1.0,81.0,6.0,77.0,311.0,1513.0,502.0,244.0,593.0,5.0,10.0
